RMID	FirstName	LastName	Address	Latitude	Longitude	City	State	Zip	LandlinePhoneNumber	CellPhone	BirthDate	MaritalStatus	HirePrediction	HomePurchaseYear	HomeYearBuilt	HomeEstCurrentValue	HouseholdNetWorth	RoofMaterial	LastStormDamage	HomeSize
01600	Patricia	Johnson	997 Cedar Road	35.0316	-106.5314	Downtown Albuquerque	NM	87001	919-517-4889	919-564-3935	1969-03-19	Widowed	Less Likely	2019	2004	$397,929	$484,886	Unknown	2024-06-01	2062
01601	John	Wilson	554 Maple Avenue	33.4828	-112.0026	Historic District	AZ	85003	919-851-6962	919-893-2762	1974-04-10	Widowed	Unlikely	2012	2000	$381,047	$982,520	Composition Shingle	2023-08-07	2449
01602	Susan	Brown	478 Spruce Avenue	35.0124	-106.5320	University Area	NM	87002	919-189-5252	919-642-3708	1987-06-11	Married	Possible	2010	2009	$465,035	$440,782	Metal	2024-10-04	2269
01603	John	Smith	624 Pine Way	33.4553	-112.0721	Central Business District	AZ	85001	919-348-7114	919-397-4476	1980-09-15	Married	Unlikely	2008	2009	$387,037	$671,354	Metal	2023-05-23	2430
01604	Elizabeth	Brown	669 Elm Lane	33.4678	-112.0397	Historic District	AZ	85003	919-502-4803	919-855-7417	1967-12-24	Widowed	Likely	2020	2018	$417,951	$306,138	Metal	2024-08-13	2164
01605	Robert	Anderson	133 Hickory Drive	35.0901	-106.5917	Historic District	NM	87001	919-770-6879	919-188-2181	1989-11-03	Widowed	Likely	2019	2001	$449,738	$1,115,745	Composition Shingle	2024-05-15	1819
01606	John	Williams	550 Maple Avenue	33.4890	-112.0053	Government District	AZ	85001	919-655-6639	919-712-7286	1990-11-11	Single	Very Likely	2011	1993	$509,473	$410,405	Metal	2024-08-30	2104
01607	William	Miller	483 Poplar Street	35.0978	-106.5497	University Area	NM	87002	919-686-3044	919-322-5891	1972-06-10	Married	Very Likely	2014	2018	$401,607	$970,751	Unknown	2023-11-08	2636
01608	David	Brown	945 Hickory Drive	33.4019	-112.0794	Central City	AZ	85003	919-889-3775	919-834-7291	1980-07-21	Married	Unlikely	2012	2008	$502,800	$706,394	Composition Shingle	2023-12-22	2126
01609	William	Davis	276 Walnut Court	37.1816	-113.4585	St. George	UT	84791	919-224-5026	919-706-2034	1977-07-28	Divorced	Possible	2011	2016	$379,596	$418,608	Metal	2023-03-17	2437
01610	Michael	Anderson	547 Birch Way	37.1955	-113.4193	St. George	UT	84791	919-574-2240	919-289-3487	1983-05-13	Widowed	Possible	2017	1996	$409,189	$498,570	Tile	2023-05-04	2255
01611	William	Miller	827 Elm Lane	33.4896	-112.0618	Garfield	AZ	85002	919-638-7214	919-764-6151	1966-11-08	Divorced	Possible	2012	2017	$374,529	$872,050	Metal	2023-04-12	2316
01612	Jennifer	Miller	761 Cedar Court	37.1967	-113.4051	Sunset	UT	84791	919-461-6509	919-496-4834	1988-11-13	Widowed	Likely	2011	2012	$392,589	$808,627	Unknown	2024-04-27	2334
01613	Michael	Miller	160 Pine Street	37.1526	-113.4365	St. George	UT	84791	919-803-9112	919-368-1256	1982-02-21	Married	Unlikely	2017	2006	$411,691	$599,108	Tile	2024-04-23	2641
01614	William	Smith	178 Pine Lane	33.4095	-112.0611	Roosevelt	AZ	85002	919-878-6073	919-785-2525	1978-06-16	Divorced	Likely	2019	2013	$380,788	$1,089,809	Tile	2024-04-08	1871
01615	Patricia	Taylor	364 Elm Road	37.1763	-113.4371	St. George	UT	84791	919-498-2972	919-233-5709	1985-06-09	Divorced	Very Likely	2008	1998	$433,541	$1,187,869	Composition Shingle	2024-01-23	1974
01616	William	Johnson	959 Cedar Circle	35.0472	-106.5330	Central Albuquerque	NM	87002	919-277-8404	919-204-4322	1962-04-15	Married	Unlikely	2016	2020	$507,472	$364,624	Composition Shingle	2023-03-29	2064
01617	John	Smith	263 Oak Avenue	33.4398	-112.0090	Central Business District	AZ	85001	919-154-6047	919-723-6435	1988-12-14	Married	Less Likely	2011	2015	$456,037	$829,855	Composition Shingle	2023-12-07	1915
01618	John	Miller	949 Cedar Road	35.0515	-106.5996	Historic District	NM	87001	919-269-4380	919-124-2225	1970-08-31	Single	Possible	2013	1990	$466,107	$987,284	Composition Shingle	2023-10-21	2610
01619	Patricia	Miller	238 Poplar Road	35.0336	-106.5984	Historic District	NM	87001	919-962-9676	919-894-2492	1982-03-11	Widowed	Unlikely	2011	2015	$361,131	$878,606	Tile	2024-03-30	2464
01620	Mary	Miller	457 Cedar Lane	33.4896	-112.0425	Roosevelt	AZ	85002	919-419-4325	919-442-3817	1986-08-13	Widowed	Very Likely	2020	1998	$432,800	$374,808	Composition Shingle	2024-08-25	2544
01621	Elizabeth	Miller	568 Maple Street	37.1005	-113.4127	Dixie Downs	UT	84791	919-611-3596	919-800-2878	1964-03-31	Divorced	Very Likely	2009	1993	$459,747	$1,051,710	Tile	2023-10-25	1841
01622	Susan	Brown	848 Birch Way	37.1562	-113.4418	Downtown	UT	84790	919-838-5245	919-994-3281	1968-07-06	Single	Likely	2010	2013	$476,567	$674,355	Metal	2023-05-21	2609
01623	Mary	Davis	765 Poplar Way	33.4065	-112.0241	Central City	AZ	85003	919-974-7362	919-258-7781	1980-04-11	Divorced	Likely	2014	2016	$405,582	$461,645	Tile	2023-09-15	2368
01624	David	Miller	686 Oak Street	33.4046	-112.0351	Central City	AZ	85003	919-552-2973	919-943-2088	1974-01-30	Single	Less Likely	2018	2005	$482,330	$1,103,356	Tile	2023-03-16	2750
01625	Patricia	Miller	221 Pine Drive	33.4821	-112.0447	Downtown Phoenix	AZ	85001	919-587-7559	919-286-3196	1980-08-29	Married	Very Likely	2016	2011	$359,210	$1,019,625	Tile	2023-01-12	2153
01626	Mary	Wilson	199 Cedar Avenue	33.4957	-112.0514	Central Business District	AZ	85001	919-502-1650	919-336-7123	1987-06-03	Divorced	Unlikely	2009	1995	$389,099	$544,606	Metal	2024-09-06	2526
01627	Michael	Smith	393 Maple Road	35.0731	-106.5373	Nob Hill	NM	87002	919-582-3783	919-352-5444	1977-12-25	Single	Very Likely	2008	2006	$452,387	$643,478	Unknown	2024-06-07	2028
01628	William	Johnson	463 Spruce Court	37.1142	-113.4897	St. George	UT	84790	919-872-2231	919-306-2993	1974-11-29	Single	Possible	2017	2011	$474,560	$331,259	Metal	2024-08-17	2642
01629	Elizabeth	Brown	143 Elm Way	35.0766	-106.5217	University Area	NM	87002	919-145-2330	919-927-3161	1975-10-25	Married	Unlikely	2018	1995	$424,409	$495,381	Tile	2023-10-22	2090
01630	Robert	Williams	945 Spruce Street	33.4577	-112.0754	Government District	AZ	85001	919-740-5749	919-262-7641	1963-02-08	Widowed	Likely	2009	1995	$371,123	$589,828	Unknown	2023-01-03	2098
01631	William	Johnson	971 Maple Court	35.0836	-106.5779	Central Albuquerque	NM	87002	919-725-3995	919-581-2064	1980-02-22	Widowed	Less Likely	2011	1999	$408,099	$905,943	Tile	2023-11-03	2182
01632	Patricia	Brown	412 Oak Avenue	35.0931	-106.5565	University Area	NM	87002	919-119-4217	919-439-6956	1974-07-19	Widowed	Less Likely	2019	2009	$471,436	$750,248	Composition Shingle	2023-07-03	2472
01633	David	Martinez	595 Cedar Drive	37.1988	-113.4635	Sunset	UT	84791	919-192-6741	919-893-3254	1989-09-03	Divorced	Likely	2010	2019	$428,314	$345,745	Tile	2024-09-15	2215
01634	Elizabeth	Miller	877 Birch Court	33.4022	-112.0104	Historic District	AZ	85003	919-231-3029	919-650-5260	1983-10-10	Married	Very Likely	2020	2014	$393,709	$503,457	Composition Shingle	2024-03-25	2449
01635	Jennifer	Brown	546 Elm Way	37.1283	-113.4063	Downtown	UT	84790	919-467-1290	919-200-1207	1990-10-26	Widowed	Likely	2009	2015	$380,607	$825,667	Unknown	2024-03-26	2436
01636	Patricia	Wilson	402 Walnut Court	33.4998	-112.0070	Government District	AZ	85001	919-513-4948	919-215-7333	1963-05-10	Widowed	Less Likely	2014	1999	$490,444	$802,731	Tile	2023-05-28	1844
01637	Mary	Williams	536 Poplar Avenue	37.1561	-113.4766	Downtown	UT	84790	919-414-1988	919-275-3814	1984-10-14	Widowed	Unlikely	2008	2000	$453,728	$436,289	Unknown	2024-09-09	1999
01638	Mary	Taylor	142 Spruce Way	35.0629	-106.5666	Nob Hill	NM	87002	919-131-3612	919-398-7557	1961-10-29	Married	Unlikely	2008	2013	$437,317	$646,944	Tile	2023-10-19	2322
01639	Elizabeth	Miller	793 Birch Street	33.4370	-112.0355	Downtown Phoenix	AZ	85001	919-894-5040	919-421-1100	1968-07-20	Divorced	Likely	2010	1996	$474,746	$972,524	Unknown	2024-12-08	2740
01640	David	Wilson	139 Elm Street	37.1032	-113.4927	Downtown	UT	84790	919-818-1483	919-679-8621	1973-06-20	Divorced	Likely	2014	1994	$468,518	$487,619	Tile	2023-01-10	2384
01641	John	Johnson	502 Hickory Road	37.1844	-113.4762	Sunset	UT	84791	919-219-4740	919-543-7224	1979-09-25	Single	Possible	2020	2008	$503,181	$904,956	Tile	2024-12-16	2381
01642	Patricia	Williams	752 Pine Court	35.0306	-106.5559	Old Town	NM	87001	919-188-5802	919-666-6061	1973-05-15	Married	Less Likely	2014	1990	$398,633	$1,018,242	Metal	2024-02-02	2119
01643	David	Miller	965 Birch Street	37.1895	-113.4661	Sunset	UT	84791	919-692-5468	919-955-3402	1975-02-27	Married	Possible	2008	2011	$478,679	$578,949	Unknown	2024-09-23	2683
01644	Mary	Taylor	819 Elm Way	33.4786	-112.0108	Garfield	AZ	85002	919-157-2287	919-439-1837	1967-01-23	Single	Unlikely	2008	1996	$369,152	$1,069,596	Tile	2023-10-18	2258
01645	Michael	Williams	268 Maple Circle	37.1035	-113.4201	Dixie Downs	UT	84791	919-759-6834	919-383-7450	1987-03-03	Widowed	Unlikely	2013	2017	$370,837	$950,687	Composition Shingle	2023-11-10	2060
01646	Michael	Williams	567 Maple Drive	33.4514	-112.0355	Central Phoenix	AZ	85002	919-412-1144	919-848-1374	1978-08-11	Married	Less Likely	2008	1995	$402,061	$763,522	Composition Shingle	2023-04-24	1894
01647	William	Miller	924 Cedar Circle	33.4675	-112.0762	Roosevelt	AZ	85002	919-685-8774	919-659-4213	1983-06-18	Widowed	Unlikely	2019	1991	$505,223	$698,412	Metal	2023-03-24	2017
01648	Michael	Brown	424 Pine Road	33.4053	-112.0236	Central City	AZ	85003	919-614-9911	919-708-1247	1988-09-16	Married	Very Likely	2008	2016	$433,055	$425,227	Tile	2024-09-06	1950
01649	Patricia	Taylor	174 Poplar Court	33.4479	-112.0873	Central Phoenix	AZ	85002	919-564-4868	919-190-2830	1974-10-27	Widowed	Very Likely	2020	1991	$452,747	$1,123,674	Metal	2024-05-02	2290
01650	William	Anderson	394 Walnut Road	35.0606	-106.5959	Historic District	NM	87001	919-542-3075	919-865-7560	1965-06-15	Single	Possible	2014	1992	$365,164	$680,777	Metal	2024-11-27	2169
01651	John	Martinez	534 Birch Lane	35.0533	-106.5389	Historic District	NM	87001	919-935-6208	919-239-5245	1982-02-17	Widowed	Likely	2011	2008	$426,380	$326,514	Unknown	2023-01-30	2153
01652	Jennifer	Davis	856 Oak Avenue	33.4758	-112.0276	Garfield	AZ	85002	919-284-6428	919-646-3120	1987-02-25	Widowed	Possible	2015	2005	$495,671	$435,082	Unknown	2023-02-08	1926
01653	Michael	Anderson	501 Spruce Road	37.1985	-113.4580	St. George	UT	84790	919-626-7398	919-159-4445	1983-02-24	Divorced	Likely	2009	2015	$510,328	$388,756	Composition Shingle	2023-11-06	1997
01654	Mary	Williams	383 Elm Way	33.4141	-112.0004	Central City	AZ	85003	919-994-2641	919-532-8113	1960-08-15	Married	Less Likely	2016	1998	$357,234	$618,447	Unknown	2024-08-07	2048
01655	Susan	Brown	601 Birch Lane	37.1713	-113.4706	Historic District	UT	84790	919-345-5999	919-923-1614	1979-11-10	Single	Unlikely	2017	1990	$505,601	$726,958	Unknown	2023-04-19	2332
01656	Jennifer	Brown	403 Elm Street	37.1852	-113.4116	St. George	UT	84790	919-129-1162	919-469-1338	1984-06-04	Divorced	Less Likely	2010	2018	$368,293	$1,054,034	Metal	2023-04-01	2407
01657	John	Taylor	846 Poplar Way	33.4391	-112.0798	Roosevelt	AZ	85002	919-182-4482	919-480-1417	1969-05-25	Single	Possible	2015	2014	$443,503	$358,450	Metal	2024-05-27	2721
01658	Patricia	Johnson	358 Cedar Avenue	33.4441	-112.0210	Government District	AZ	85001	919-886-8009	919-831-9093	1989-02-06	Widowed	Possible	2010	2018	$519,977	$933,005	Composition Shingle	2023-03-03	2253
01659	David	Miller	877 Pine Avenue	37.1523	-113.4529	Dixie Downs	UT	84791	919-711-1356	919-137-2140	1969-05-20	Widowed	Possible	2012	1999	$429,037	$492,864	Unknown	2023-08-27	1993
01660	Jennifer	Wilson	572 Birch Court	33.4293	-112.0963	Central Phoenix	AZ	85002	919-932-7967	919-168-4492	1969-07-11	Single	Likely	2012	2017	$365,821	$798,133	Composition Shingle	2023-12-31	2535
01661	Robert	Martinez	939 Spruce Court	37.1476	-113.4936	St. George	UT	84790	919-442-5200	919-683-9131	1961-12-09	Single	Less Likely	2015	2003	$500,622	$1,117,305	Metal	2023-10-15	1924
01662	Robert	Anderson	385 Pine Circle	37.1647	-113.4778	Downtown	UT	84790	919-545-7587	919-594-9523	1974-06-19	Divorced	Unlikely	2016	1999	$472,796	$1,170,735	Composition Shingle	2024-06-07	2117
01663	Elizabeth	Miller	933 Cedar Avenue	33.4458	-112.0803	Downtown Phoenix	AZ	85001	919-756-7966	919-106-3734	1981-02-26	Widowed	Very Likely	2014	1990	$440,413	$401,089	Tile	2024-07-30	1801
01664	Robert	Davis	148 Pine Court	33.4793	-112.0550	Central City	AZ	85003	919-933-6794	919-934-2168	1982-11-03	Single	Very Likely	2017	1996	$381,015	$309,845	Unknown	2023-04-30	2479
01665	Susan	Anderson	840 Cedar Court	33.4883	-112.0162	Government District	AZ	85001	919-374-5688	919-726-6427	1972-08-16	Widowed	Very Likely	2016	2002	$384,279	$357,732	Metal	2024-10-11	2539
01666	Elizabeth	Brown	196 Hickory Avenue	33.4211	-112.0273	Central Business District	AZ	85001	919-557-1654	919-355-7937	1964-03-24	Single	Unlikely	2018	2011	$443,286	$692,215	Metal	2024-04-05	1998
01667	Susan	Smith	725 Birch Court	37.1032	-113.4367	Historic District	UT	84790	919-166-8029	919-862-3098	1963-04-13	Widowed	Less Likely	2012	1999	$360,304	$1,116,286	Metal	2024-03-08	2764
01668	William	Johnson	427 Spruce Road	33.4043	-112.0790	Government District	AZ	85001	919-305-3444	919-578-3006	1979-10-04	Single	Very Likely	2008	2010	$487,262	$415,489	Composition Shingle	2024-01-14	1904
01669	Patricia	Martinez	360 Walnut Drive	35.0853	-106.5649	Historic District	NM	87001	919-597-7527	919-328-9512	1977-09-03	Single	Very Likely	2011	2005	$464,037	$631,257	Unknown	2023-04-20	2522
01670	Mary	Martinez	215 Poplar Court	33.4536	-112.0496	Roosevelt	AZ	85002	919-459-6716	919-501-9619	1974-08-16	Single	Unlikely	2013	2020	$436,361	$912,179	Tile	2023-09-19	2104
01671	Elizabeth	Miller	558 Hickory Drive	33.4901	-112.0749	Downtown Phoenix	AZ	85001	919-497-5748	919-769-4308	1989-10-10	Married	Very Likely	2010	2017	$516,541	$845,569	Tile	2023-04-07	2387
01672	Patricia	Martinez	405 Spruce Lane	35.0281	-106.5215	Downtown Albuquerque	NM	87001	919-599-6119	919-127-6191	1972-10-14	Divorced	Likely	2014	2001	$390,890	$1,178,822	Tile	2024-02-18	1894
01673	David	Williams	495 Elm Circle	37.1264	-113.4250	St. George	UT	84790	919-233-1945	919-385-9075	1963-03-27	Single	Unlikely	2016	2003	$372,199	$943,339	Unknown	2024-09-22	2220
01674	Susan	Anderson	267 Spruce Court	37.1040	-113.4471	Historic District	UT	84790	919-929-8373	919-888-7203	1980-01-15	Single	Less Likely	2015	1997	$448,152	$907,589	Metal	2023-04-02	2300
01675	John	Davis	597 Birch Street	37.1944	-113.4552	Historic District	UT	84790	919-730-6810	919-154-3380	1987-04-08	Married	Likely	2017	2002	$390,944	$434,809	Composition Shingle	2023-04-20	2646
01676	Susan	Johnson	995 Poplar Drive	33.4185	-112.0486	Roosevelt	AZ	85002	919-813-3439	919-705-8586	1960-11-23	Single	Unlikely	2012	1992	$513,634	$626,967	Tile	2024-02-18	1995
01677	Elizabeth	Williams	630 Spruce Avenue	37.1733	-113.4728	Downtown	UT	84790	919-247-8236	919-392-3339	1986-06-21	Married	Very Likely	2018	1993	$457,281	$673,197	Metal	2024-04-05	2445
01678	John	Williams	653 Hickory Circle	33.4980	-112.0216	Central Business District	AZ	85001	919-909-6854	919-411-4271	1979-06-05	Married	Unlikely	2019	2000	$514,957	$1,047,441	Tile	2024-08-15	2072
01679	John	Brown	785 Spruce Way	35.0960	-106.5850	Central Albuquerque	NM	87002	919-584-3962	919-238-9189	1962-08-19	Single	Less Likely	2009	2015	$386,613	$1,139,136	Unknown	2024-02-29	2750
01680	Elizabeth	Brown	564 Oak Road	35.0948	-106.5956	University Area	NM	87002	919-837-8395	919-837-3673	1981-09-19	Divorced	Possible	2018	2005	$406,433	$494,307	Unknown	2024-03-09	2439
01681	Elizabeth	Miller	892 Oak Avenue	33.4917	-112.0211	Central City	AZ	85003	919-458-3334	919-225-3471	1985-06-04	Divorced	Very Likely	2016	2019	$417,204	$341,173	Tile	2024-04-13	2437
01682	Patricia	Taylor	897 Oak Way	33.4181	-112.0329	Roosevelt	AZ	85002	919-860-5250	919-716-3925	1966-03-17	Married	Possible	2013	2005	$377,133	$1,173,923	Tile	2024-09-16	2171
01683	Elizabeth	Wilson	571 Birch Way	37.1718	-113.4352	Dixie Downs	UT	84791	919-821-8834	919-164-2267	1960-04-27	Widowed	Likely	2008	2018	$490,934	$432,650	Metal	2024-06-21	1803
01684	Elizabeth	Taylor	664 Poplar Road	37.1686	-113.4674	St. George	UT	84791	919-677-8398	919-697-8746	1981-11-19	Widowed	Likely	2020	2003	$467,910	$528,775	Tile	2024-06-02	2751
01685	Michael	Anderson	320 Oak Court	33.4286	-112.0000	Arts District	AZ	85003	919-856-7900	919-173-3973	1972-02-04	Divorced	Less Likely	2016	1996	$432,006	$564,559	Composition Shingle	2024-09-26	2110
01686	William	Davis	320 Elm Street	33.4563	-112.0930	Central City	AZ	85003	919-249-1817	919-613-4988	1974-07-25	Divorced	Possible	2013	1996	$507,580	$764,812	Composition Shingle	2023-07-27	2246
01687	Susan	Williams	462 Spruce Road	35.0022	-106.5025	Central Albuquerque	NM	87002	919-123-4513	919-355-2976	1977-04-24	Married	Likely	2013	2001	$443,208	$912,549	Unknown	2023-09-03	2337
01688	Elizabeth	Wilson	866 Pine Court	33.4482	-112.0752	Central Business District	AZ	85001	919-725-8557	919-686-9372	1975-03-09	Single	Possible	2015	2007	$396,409	$624,791	Composition Shingle	2024-02-10	1935
01689	David	Miller	285 Birch Street	33.4434	-112.0200	Central Business District	AZ	85001	919-121-1189	919-468-7188	1960-01-10	Widowed	Likely	2012	2008	$448,671	$636,192	Tile	2024-09-03	2302
01690	Jennifer	Anderson	479 Birch Avenue	33.4875	-112.0570	Central Business District	AZ	85001	919-224-2766	919-934-8720	1980-10-24	Married	Less Likely	2015	1991	$391,627	$909,344	Unknown	2023-03-21	1827
01691	William	Miller	629 Poplar Drive	35.0033	-106.5808	Downtown Albuquerque	NM	87001	919-827-8248	919-119-6449	1972-01-25	Divorced	Likely	2013	2000	$481,917	$770,062	Unknown	2024-11-16	2792
01692	William	Davis	854 Hickory Circle	35.0706	-106.5263	Old Town	NM	87001	919-882-9721	919-965-7443	1982-09-21	Widowed	Unlikely	2014	1994	$415,862	$938,064	Metal	2023-08-11	2269
01693	Jennifer	Taylor	566 Birch Street	33.4699	-112.0320	Garfield	AZ	85002	919-281-3004	919-931-9055	1978-02-03	Divorced	Possible	2019	1999	$479,261	$843,637	Composition Shingle	2023-05-18	2720
01694	Mary	Taylor	699 Poplar Road	35.0074	-106.5235	Central Albuquerque	NM	87002	919-529-9555	919-499-7549	1981-08-21	Divorced	Likely	2019	2020	$431,561	$345,602	Composition Shingle	2023-10-29	2763
01695	Jennifer	Smith	593 Maple Way	37.1787	-113.4748	Downtown	UT	84790	919-543-2334	919-891-3284	1990-05-29	Single	Possible	2015	2006	$360,929	$943,474	Metal	2023-01-10	2009
01696	Elizabeth	Brown	404 Pine Lane	35.0444	-106.5176	University Area	NM	87002	919-168-1514	919-352-3324	1962-10-04	Divorced	Less Likely	2017	2012	$452,647	$460,975	Metal	2023-04-27	2423
01697	Robert	Brown	655 Elm Road	35.0537	-106.5334	Old Town	NM	87001	919-482-2689	919-731-6204	1977-06-04	Single	Very Likely	2016	2014	$507,869	$932,682	Metal	2023-12-14	2269
01698	William	Williams	243 Spruce Way	35.0199	-106.5344	Central Albuquerque	NM	87002	919-234-4523	919-745-9220	1961-11-13	Single	Possible	2010	2006	$377,426	$572,295	Composition Shingle	2024-06-19	2465
01699	Mary	Anderson	137 Spruce Road	33.4155	-112.0838	Downtown Phoenix	AZ	85001	919-540-8093	919-922-4703	1962-08-05	Married	Very Likely	2011	2014	$492,643	$381,132	Tile	2024-08-01	1992
01700	Mary	Brown	395 Pine Court	35.0249	-106.5262	University Area	NM	87002	919-688-4909	919-234-9036	1979-03-01	Widowed	Very Likely	2017	2018	$443,236	$583,061	Metal	2024-10-19	2033
01701	David	Taylor	993 Walnut Lane	37.1399	-113.4235	St. George	UT	84790	919-537-5702	919-907-2454	1976-08-03	Widowed	Very Likely	2016	2004	$411,016	$1,013,433	Composition Shingle	2024-11-13	2328
01702	David	Taylor	866 Spruce Court	37.1082	-113.4063	St. George	UT	84791	919-196-3854	919-538-3908	1987-06-10	Widowed	Likely	2018	2016	$443,719	$617,472	Composition Shingle	2024-05-10	2019
01703	John	Anderson	428 Elm Street	35.0952	-106.5922	University Area	NM	87002	919-225-1829	919-781-4886	1976-11-09	Widowed	Possible	2015	2012	$488,424	$390,577	Composition Shingle	2024-03-22	2386
01704	William	Martinez	357 Walnut Road	37.1232	-113.4893	Historic District	UT	84790	919-800-8454	919-718-9494	1979-08-23	Married	Possible	2012	2018	$484,907	$344,034	Unknown	2024-07-03	1803
01705	Michael	Smith	702 Oak Circle	33.4063	-112.0057	Central City	AZ	85003	919-380-5735	919-501-8164	1985-05-29	Divorced	Unlikely	2020	2014	$453,656	$329,646	Metal	2023-12-28	2757
01706	Susan	Davis	471 Maple Way	33.4413	-112.0297	Historic District	AZ	85003	919-640-5952	919-969-5681	1966-08-08	Divorced	Likely	2010	2011	$399,303	$851,797	Composition Shingle	2024-02-15	2531
01707	Robert	Taylor	185 Poplar Court	37.1845	-113.4378	Downtown	UT	84790	919-785-1119	919-425-6469	1982-01-03	Married	Likely	2016	1996	$406,613	$1,038,825	Tile	2024-08-17	2137
01708	John	Miller	500 Elm Road	33.4105	-112.0550	Historic District	AZ	85003	919-565-7303	919-718-3920	1964-06-15	Divorced	Likely	2013	2004	$433,968	$993,061	Composition Shingle	2024-03-12	2081
